-70,-70,-1.045507,-1.64329,0.995
-70,-66.66666,-1.045507,-1.64329,0.995
-70,-63.33333,-0.5986661,-1.106088,0.995
-70,-60,-0.4318549,-0.9458114,0.995
-70,-56.66667,-0.2862262,-0.8311726,0.995
-70,-53.33333,-0.1546663,-0.7518579,0.995
-70,-50,-0.03209007,-0.7015597,0.995
-70,-46.66667,0.08544953,-0.6766268,0.995
-70,-43.33334,0.2013128,-0.6753651,0.995
-70,-40,0.3186755,-0.6977383,0.995
-70,-36.66667,0.4408862,-0.7453665,0.995
-70,-33.33334,0.5718647,-0.8218166,0.995
-70,-30,0.7166495,-0.933278,0.995
-70,-26.66667,0.8822794,-1.089909,0.995
-70,-23.33333,1.079359,-1.308416,0.995
-70,-20,1.325151,-1.617317,0.995
-65,-70,-1.045507,-0.7133847,0.995
-65,-66.66666,-0.7973906,-0.4970964,0.995
-65,-63.33333,-0.598666,-0.3437581,0.995
-65,-60,-0.4318547,-0.2334788,0.995
-65,-56.66667,-0.2862259,-0.1546003,0.995
-65,-53.33333,-0.1546661,-0.1000268,0.995
-65,-50,-0.0320899,-0.06541884,0.995
-65,-46.66667,0.08544977,-0.04826367,0.995
-65,-43.33334,0.2013129,-0.04739547,0.995
-65,-40,0.3186757,-0.06278956,0.995
-65,-36.66667,0.4408863,-0.09556055,0.995
-65,-33.33334,0.571865,-0.148163,0.995
-65,-30,0.7166497,-0.2248547,0.995
-65,-26.66667,0.8822796,-0.3326265,0.995
-65,-23.33333,1.079359,-0.4829721,0.995
-65,-20,1.325152,-0.6955148,0.995
-60,-70,-1.045506,-0.1072472,0.995
-60,-66.66666,-0.79739,0.04503906,0.995
-60,-63.33333,-0.5986652,0.1530035,0.995
-60,-60,-0.4318543,0.2306489,0.995
-60,-56.66667,-0.2862256,0.286186,0.995
-60,-53.33333,-0.1546657,0.3246106,0.995
-60,-50,-0.03208956,0.3489777,0.995
-60,-46.66667,0.08545008,0.3610562,0.995
-60,-43.33334,0.2013132,0.3616675,0.995
-60,-40,0.3186761,0.3508288,0.995
-60,-36.66667,0.4408867,0.3277551,0.995
-60,-33.33334,0.5718652,0.2907184,0.995
-60,-30,0.71665,0.2367204,0.995
-60,-26.66667,0.88228,0.1608398,0.995
-60,-23.33333,1.07936,0.05498302,0.995
-60,-20,1.325153,-0.09466588,0.995
-55,-70,-1.045506,0.3419197,0.995
-55,-66.66666,-0.79739,0.4467015,0.995
-55,-63.33333,-0.5986655,0.5209869,0.995
-55,-60,-0.4318543,0.5744122,0.995
-55,-56.66667,-0.2862255,0.6126252,0.995
-55,-53.33333,-0.1546657,0.6390635,0.995
-55,-50,-0.0320895,0.6558295,0.995
-55,-46.66667,0.08545006,0.6641403,0.995
-55,-43.33334,0.2013133,0.6645609,0.995
-55,-40,0.318676,0.6571031,0.995
-55,-36.66667,0.4408867,0.6412269,0.995
-55,-33.33334,0.5718653,0.6157436,0.995
-55,-30,0.71665,0.5785897,0.995
-55,-26.66667,0.8822801,0.5263793,0.995
-55,-23.33333,1.07936,0.4535437,0.995
-55,-20,1.325153,0.3505763,0.995
-50,-70,-1.045506,0.707415,0.995
-50,-66.66666,-0.7973897,0.7734711,0.995
-50,-63.33333,-0.5986652,0.8203016,0.995
-50,-60,-0.431854,0.8539817,0.995
-50,-56.66667,-0.2862254,0.8780718,0.995
-50,-53.33333,-0.1546655,0.8947388,0.995
-50,-50,-0.03208941,0.9053084,0.995
-50,-46.66667,0.08545022,0.9105477,0.995
-50,-43.33334,0.2013134,0.9108127,0.995
-50,-40,0.3186762,0.9061112,0.995
-50,-36.66667,0.4408869,0.8961027,0.995
-50,-33.33334,0.5718654,0.8800377,0.995
-50,-30,0.7166502,0.8566152,0.995
-50,-26.66667,0.8822803,0.823701,0.995
-50,-23.33333,1.07936,0.7777844,0.995
-50,-20,1.325153,0.712872,0.995
-45,-70,-1.045506,1.028185,0.995
-45,-66.66666,-0.7973899,1.060187,0.995
-45,-63.33333,-0.5986654,1.082874,0.995
-45,-60,-0.4318541,1.09919,0.995
-45,-56.66667,-0.2862255,1.110861,0.995
-45,-53.33333,-0.1546656,1.118935,0.995
-45,-50,-0.03208949,1.124056,0.995
-45,-46.66667,0.08545013,1.126594,0.995
-45,-43.33334,0.2013133,1.126723,0.995
-45,-40,0.3186761,1.124445,0.995
-45,-36.66667,0.4408867,1.119596,0.995
-45,-33.33334,0.5718653,1.111813,0.995
-45,-30,0.7166501,1.100466,0.995
-45,-26.66667,0.8822801,1.084521,0.995
-45,-23.33333,1.07936,1.062276,0.995
-45,-20,1.325153,1.030829,0.995
-40,-70,-1.045506,1.328979,0.995
-40,-66.66666,-0.7973897,1.328979,0.995
-40,-63.33333,-0.5986652,1.328979,0.995
-40,-60,-0.4318541,1.328979,0.995
-40,-56.66667,-0.2862254,1.328979,0.995
-40,-53.33333,-0.1546655,1.328979,0.995
-40,-50,-0.03208941,1.328979,0.995
-40,-46.66667,0.08545026,1.328979,0.995
-40,-43.33334,0.2013134,1.328979,0.995
-40,-40,0.3186762,1.328979,0.995
-40,-36.66667,0.4408869,1.328979,0.995
-40,-33.33334,0.5718654,1.328979,0.995
-40,-30,0.7166504,1.328979,0.995
-40,-26.66667,0.8822805,1.328979,0.995
-40,-23.33333,1.07936,1.328979,0.995
-40,-20,1.325153,1.328979,0.995
-35,-70,-1.045506,1.629129,0.995
-35,-66.66666,-0.7973901,1.597128,0.995
-35,-63.33333,-0.5986655,1.574441,0.995
-35,-60,-0.4318542,1.558124,0.995
-35,-56.66667,-0.2862256,1.546454,0.995
-35,-53.33333,-0.1546658,1.538379,0.995
-35,-50,-0.03208955,1.533259,0.995
-35,-46.66667,0.08545006,1.530721,0.995
-35,-43.33334,0.2013132,1.530592,0.995
-35,-40,0.318676,1.53287,0.995
-35,-36.66667,0.4408867,1.537719,0.995
-35,-33.33334,0.5718652,1.545501,0.995
-35,-30,0.71665,1.556849,0.995
-35,-26.66667,0.88228,1.572794,0.995
-35,-23.33333,1.07936,1.595038,0.995
-35,-20,1.325153,1.626485,0.995
-30,-70,-1.045506,1.947866,0.995
-30,-66.66666,-0.7973897,1.88181,0.995
-30,-63.33333,-0.5986654,1.834979,0.995
-30,-60,-0.4318541,1.801299,0.995
-30,-56.66667,-0.2862255,1.777209,0.995
-30,-53.33333,-0.1546656,1.760542,0.995
-30,-50,-0.0320895,1.749973,0.995
-30,-46.66667,0.08545019,1.744733,0.995
-30,-43.33334,0.2013134,1.744468,0.995
-30,-40,0.3186761,1.74917,0.995
-30,-36.66667,0.4408869,1.759178,0.995
