-70,-70,-1.448059,-2.55347,1.33278
-70,-66.66666,-1.164766,-2.256186,1.384395
-70,-63.33333,-0.9196103,-2.03698,1.426103
-70,-60,-0.7006546,-1.876959,1.460574
-70,-56.66667,-0.4995677,-1.76411,1.48958
-70,-53.33333,-0.3101461,-1.690824,1.514338
-70,-50,-0.1274306,-1.652528,1.535701
-70,-46.66667,0.05287492,-1.646964,1.554277
-70,-43.33334,0.2348312,-1.673846,1.570497
-70,-40,0.4226478,-1.734812,1.584658
-70,-36.66667,0.6210952,-1.833683,1.596943
-70,-33.33334,0.8360401,-1.977053,1.607429
-70,-30,1.075228,-2.175434,1.616078
-70,-26.66667,1.34959,-2.445339,1.622708
-70,-23.33333,1.675542,-2.813163,1.626918
-70,-20,2.079468,-3.322851,1.627948
-65,-70,-1.537011,-1.478029,1.40742
-65,-66.66666,-1.232026,-1.251902,1.455687
-65,-63.33333,-0.9707829,-1.086395,1.494839
-65,-60,-0.7392798,-0.9662282,1.527475
-65,-56.66667,-0.5279183,-0.8818214,1.555305
-65,-53.33333,-0.3296555,-0.8271604,1.579504
-65,-50,-0.1389291,-0.7986569,1.600912
-65,-46.66667,0.04903877,-0.794548,1.620147
-65,-43.33334,0.2387442,-0.8146067,1.637677
-65,-40,0.4348525,-0.8601182,1.653874
-65,-36.66667,0.6426797,-0.9340754,1.669039
-65,-33.33334,0.8688248,-1.041679,1.683432
-65,-30,1.122117,-1.19129,1.697291
-65,-26.66667,1.415215,-1.396211,1.710857
-65,-23.33333,1.767514,-1.678049,1.724402
-65,-20,2.210958,-2.073587,1.738281
-60,-70,-1.60014,-0.7147748,1.460393
-60,-66.66666,-1.279412,-0.5443523,1.505914
-60,-63.33333,-1.006642,-0.4202656,1.543007
-60,-60,-0.7662408,-0.330518,1.574174
-60,-56.66667,-0.5476533,-0.2676511,1.601057
-60,-53.33333,-0.3432118,-0.2270184,1.624788
-60,-50,-0.1469114,-0.205861,1.646185
-60,-46.66667,0.04637605,-0.2028258,1.665872
-60,-43.33334,0.2414627,-0.2177407,1.684343
-60,-40,0.4433437,-0.25159,1.702027
-60,-36.66667,0.6577331,-0.3066736,1.71932
-60,-33.33334,0.8917712,-0.387007,1.736626
-60,-30,1.155097,-0.4990813,1.754413
