-70,-70,-1.671046,-3.057652,1.519889
-70,-66.66666,-1.339628,-2.697531,1.569737
-70,-63.33333,-1.056128,-2.432947,1.609478
-70,-60,-0.8053509,-2.239637,1.641913
-70,-56.66667,-0.5769071,-2.102314,1.668873
-70,-53.33333,-0.3632131,-2.011304,1.691593
-70,-50,-0.1583285,-1.960718,1.710931
-70,-46.66667,0.04278671,-1.947474,1.727482
-70,-43.33334,0.2448004,-1.970816,1.741663
-70,-40,0.4524623,-2.032198,1.753746
-70,-36.66667,0.6710738,-2.135512,1.763884
-70,-33.33334,0.9070787,-2.287705,1.772115
-70,-30,1.168916,-2.499978,1.77835
-70,-26.66667,1.468425,-2.79002,1.782332
-70,-23.33333,1.823316,-3.186141,1.78355
-70,-20,2.261952,-3.735454,1.78107
-65,-70,-1.760665,-1.825974,1.595089
-65,-66.66666,-1.406619,-1.555107,1.640744
-65,-63.33333,-1.406619,-1.555107,1.640744
-65,-60,-0.843166,-1.213842,1.707411
-65,-56.66667,-0.6044779,-1.112179,1.73279
-65,-53.33333,-0.3820757,-1.044982,1.7546
-65,-50,-0.1693887,-1.007702,1.773657
-65,-46.66667,0.0391138,-0.9979708,1.79055
-65,-43.33334,0.2485313,-1.015206,1.805715
-65,-40,0.4640535,-1.060527,1.819482
-65,-36.66667,0.6914977,-1.13693,1.832103
-65,-33.33334,0.9379907,-1.249791,1.843776
-65,-30,1.21297,-1.40784,1.854653
-65,-26.66667,1.529859,-1.625007,1.864851
-65,-23.33333,1.909078,-1.923897,1.874452
-65,-20,2.384023,-2.34283,1.883501
-60,-70,-1.823699,-0.9596539,1.647981
-60,-66.66666,-1.453413,-0.7571104,1.690343
-60,-63.33333,-1.141712,-0.6100607,1.724439
-60,-60,-0.8693497,-0.5035551,1.752764
-60,-56.66667,-0.6235183,-0.4283719,1.776932
-60,-53.33333,-0.3950797,-0.3787683,1.798039
-60,-50,-0.1770063,-0.351285,1.816862
-60,-46.66667,0.03658483,-0.3441244,1.83398
-60,-43.33334,0.2511018,-0.3568466,1.849843
